0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																					
	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																				
		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	LA	AA	AA	AA	AA	AA	AA	AA	AJ	0	0	0																																																																																																																			
			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	LL	99	98	97	96	95	94	93	JJ	0	0	0	0																																																																																																																		
				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	LL	99	98	97	96	95	94	93	JJ	0	0	0	0	0																																																																																																																	
					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	LL	99	98	97	96	95	94	93	AJ	AA	AA	AA	AA	AA	AA																																																																																																																
						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	LL	99	98	97	96	95	94	93	92	91	90	89	88	87	86	85																																																																																																															
							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	LL	99	98	97	96	95	94	93	92	91	90	89	88	87	86	85	84																																																																																																														
								0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	LL	99	98	97	96	95	94	93	92	91	90	LA	AA	AA	AA	AJ	84	83																																																																																																													
									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	LL	99	98	97	96	95	94	93	92	91	90	LL	VJ	VV	LV	JJ	84	83	82																																																																																																												
										0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	LL	99	98	97	96	95	94	93	92	91	90	LL	JJ	95	LL	JJ	84	83	82	82																																																																																																											
											0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	LL	99	98	97	96	95	94	93	92	91	90	LL	JJ	95	LL	JJ	84	83	82	82	82																																																																																																										
												0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	LA	AA	AA	AA	LA	99	98	97	96	95	94	93	92	91	90	LL	JJ	95	LL	JJ	84	83	82	82	82	82																																																																																																									
													0	0	0	0	0	0	0	0	0	0	0	0	0	0	LL	99	99	99	99	99	98	LA	AA	AA	AA	AJ	92	91	90	LL	AJ	AA	LA	JJ	84	83	82	82	82	82	82																																																																																																								
														0	0	0	0	0	0	0	0	0	0	0	0	0	LL	99	99	99	98	98	98	LL	VJ	VV	LV	JJ	92	91	90	LV	VV	VV	VV	VJ	84	83	82	82	82	82	82	82																																																																																																							
															0	0	0	0	0	0	0	0	0	0	0	0	LL	99	99	99	98	98	98	LL	JJ	95	LL	JJ	92	91	90	89	88	87	86	85	84	83	82	82	82	82	82	82	82																																																																																																						
																0	0	0	0	0	0	0	0	0	0	0	LL	99	99	99	98	98	98	LL	JJ	95	LL	JJ	92	91	90	89	88	87	86	85	84	83	82	82	82	82	82	82	JJ	0																																																																																																					
																	0	0	0	0	0	0	0	0	0	0	LL	99	99	99	99	99	98	LL	JJ	95	LL	JJ	92	91	90	89	88	87	86	85	84	83	82	82	82	82	82	82	JJ	0	0																																																																																																				
																		0	0	0	0	0	0	0	0	0	LL	99	99	99	99	99	98	LL	AJ	AA	LA	JJ	92	91	90	89	88	87	86	85	84	83	82	82	82	82	82	82	JJ	0	0	0																																																																																																			
																			0	0	0	0	0	0	0	0	LL	99	99	99	99	99	98	LV	VV	VV	VV	VJ	92	91	90	LA	AA	AA	AA	AJ	84	83	82	82	82	82	82	82	JJ	0	0	0	0																																																																																																		
																				0	0	0	0	0	0	0	LL	99	99	99	99	99	98	97	96	95	94	93	92	91	90	LL	VJ	VV	LV	JJ	84	83	82	82	82	82	82	82	JJ	0	0	0	0	0																																																																																																	
																					0	0	0	0	0	0	LL	99	99	99	99	99	98	97	96	95	94	93	92	91	90	LL	JJ	95	LL	JJ	84	83	82	82	82	82	82	82	JJ	0	0	0	0	0	0																																																																																																
																						0	0	0	0	0	LL	99	99	99	99	99	98	97	96	95	94	93	92	91	90	LL	JJ	95	LL	JJ	84	83	82	EM	82	82	82	82	JJ	0	0	0	0	0	0	0																																																																																															
																							0	0	0	0	LL	99	99	99	99	99	98	97	96	95	94	93	92	91	90	LL	JJ	95	LL	JJ	84	83	82	82	82	82	82	82	JJ	0	0	0	0	0	0	0	0																																																																																														
																								0	0	0	LL	99	98	98	98	98	98	97	96	95	94	93	92	91	90	LL	AJ	AA	LA	JJ	84	83	82	82	82	JJ	81	81	JJ	0	0	0	0	0	0	0	0	0																																																																																													
																									0	0	LL	99	98	98	P1	98	98	LA	AA	AA	AA	AJ	92	91	90	LV	VV	VV	VV	VJ	84	83	82	82	82	JJ	80	80	JJ	0	0	0	0	0	0	0	0	0	0																																																																																												
																										0	LL	99	98	98	98	98	98	LL	VJ	VV	LV	JJ	92	91	90	89	88	87	86	85	84	83	82	82	82	JJ	79	79	JJ	0	0	0	LA	AA	AJ	0	LA	AA	AJ	0																																																																																											
																											LL	99	99	99	99	99	98	LL	JJ	95	LL	JJ	92	91	90	89	88	87	86	85	84	83	82	82	82	JJ	78	78	JJ	0	0	0	LL	60	JJ	0	LL	60	JJ	0	0																																																																																										
																												99	99	99	99	99	98	LL	JJ	95	LL	JJ	92	91	90	89	88	87	86	85	84	83	82	82	82	JJ	77	77	JJ	0	0	0	LV	VV	VJ	0	LV	VV	VJ	0	0	0																																																																																									
																													99	99	99	99	98	LL	JJ	95	LL	JJ	92	91	90	89	88	87	86	85	84	83	82	82	82	JJ	76	76	JJ	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																																																								
																														99	99	99	98	LL	AJ	AA	LA	JJ	92	91	90	LA	AA	AA	AA	AJ	84	83	82	82	82	JJ	75	75	JJ	0	0	0	LA	AA	AJ	0	LA	AA	AJ	0	0	0	0	0																																																																																							
																															99	99	98	LV	VV	VV	VV	VJ	92	91	90	LL	VJ	VV	LV	JJ	84	83	82	82	82	JJ	74	74	JJ	0	0	0	LL	60	JJ	0	LL	60	JJ	0	0	0	0	0	0																																																																																						
																																99	98	97	96	95	94	93	92	91	90	LL	JJ	95	LL	JJ	84	83	82	82	82	JJ	73	73	JJ	0	0	0	LV	VV	VJ	0	LV	VV	VJ	0	0	0	0	0	0	0																																																																																					
																																	98	97	96	95	94	93	92	91	90	LL	JJ	95	LL	JJ	84	83	82	82	82	JJ	72	72	JJ	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																																																				
