0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																					
	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																				
		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	LA	AA	AA	AA	AJ	0	0																																																																																																																			
			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	LL	99	99	99	JJ	0	0	0																																																																																																																		
				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	LL	99	P2	99	JJ	0	0	0	0																																																																																																																	
					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	LL	99	99	99	JJ	0	0	0	0	0																																																																																																																
						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	LV	99	99	99	VJ	0	0	0	0	0	0																																																																																																															
							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	LL	98	JJ	0	0	0	0	0	0	0	0																																																																																																														
								0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	LL	96	JJ	0	0	0	0	0	0	0	0	0																																																																																																													
									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	LL	93	JJ	0	0	0	0	0	0	0	0	0	0																																																																																																												
										0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	LL	91	JJ	0	0	0	0	0	0	0	0	0	0	0																																																																																																											
											0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	LL	90	JJ	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																										
												0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	LA	AA	AA	AA	AJ	89	89	89	LA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA																																																																																																									
													0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	LL	92	92	92	JJ	89	89	89	LV	VV	VV	VV	VV	VV	VV	VV	VV	VV	VV	VV	VV	92																																																																																																								
														0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	LL	92	92	92	JJ	89	89	89	89	89	89	89	89	89	89	89	89	89	89	89	89	LL	92																																																																																																							
															0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	LL	92	92	92	JJ	89	89	89	89	89	89	89	89	89	89	89	89	89	89	89	89	LL	92	92																																																																																																						
																0	0	0	0	0	0	0	LA	AA	AA	AA	AJ	0	0	0	0	LV	VV	VV	VV	VJ	89	89	89	89	89	89	89	89	89	89	89	89	89	89	89	89	LL	92	92	92																																																																																																					
																	0	0	0	0	0	0	LL	99	99	99	98	AA	AA	AA	AA	89	89	89	89	89	LA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AJ	89	89	89	LL	92	92	92	92																																																																																																				
																		0	0	0	0	0	LL	99	P1	99	98	96	93	91	90	89	89	89	89	89	LL	92	92	92	92	92	92	92	92	92	VV	VV	VJ	89	89	89	LL	92	92	92	92	92																																																																																																			
																			0	0	0	0	LL	99	99	99	98	VV	VV	VV	VV	89	89	89	89	89	LL	92	92	92	92	92	92	92	92	JJ	89	89	89	89	89	89	LL	92	92	92	92	92	92																																																																																																		
																				0	0	0	LV	VV	VV	VV	VJ	0	0	0	0	LA	AJ	89	89	89	LL	92	92	92	92	92	92	92	92	JJ	89	89	89	89	89	89	LL	92	92	92	92	92	92	92																																																																																																	
																					0	0	0	0	0	0	0	0	0	0	0	LL	JJ	89	89	89	LL	92	92	92	92	92	92	92	92	JJ	89	89	89	89	89	89	LL	92	92	92	92	92	92	92	92																																																																																																
																						0	0	0	0	0	0	0	0	0	0	LL	JJ	89	89	89	LL	92	92	92	92	92	92	92	92	JJ	89	89	89	LA	AA	AA	92	92	92	92	92	92	92	92	92	92																																																																																															
																							0	0	0	0	0	0	0	0	0	LL	JJ	89	89	89	LL	92	92	92	92	92	92	92	92	JJ	89	89	89	LV	VV	VV	VV	VV	VV	VV	VV	VV	VV	VV	VV	92	92																																																																																														
																								0	0	0	0	0	0	0	0	LL	JJ	89	89	89	LL	92	92	92	92	92	92	92	92	JJ	89	89	89	89	89	89	89	89	89	89	89	89	89	89	89	LL	92	92																																																																																													
																									0	0	0	0	0	0	0	LL	JJ	89	89	89	LL	92	92	92	92	92	92	92	92	JJ	89	89	89	89	89	89	89	89	89	89	89	89	89	89	89	LL	92	92	92																																																																																												
																										0	0	0	0	0	0	LL	JJ	89	89	89	LL	92	VV	VV	VV	VV	VV	VV	VV	VJ	89	89	89	89	89	89	89	89	89	89	89	89	89	89	89	LV	VV	VV	92	92																																																																																											
																											0	0	0	0	0	LL	JJ	89	89	89	LL	JJ	89	89	89	89	89	89	89	89	LA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AJ	89	89	89	89	89	89	LL	92	92																																																																																										
																												0	0	0	0	LL	JJ	89	89	89	LL	JJ	89	89	89	89	89	89	89	89	LL	92	92	92	92	92	92	92	92	92	92	JJ	89	89	89	89	89	89	LL	92	92	92																																																																																									
																													0	0	0	LL	JJ	89	89	89	LV	VJ	89	89	89	89	89	89	89	89	LL	92	92	92	92	92	92	92	92	92	92	JJ	89	89	89	89	89	89	LL	92	92	92	92																																																																																								
																														0	0	LL	JJ	89	89	89	89	89	89	89	89	LA	AJ	89	89	89	LL	92	92	92	92	92	92	92	92	92	92	92	AA	AA	AJ	87	87	87	LV	VV	VV	VV	VV	VV																																																																																							
																															0	LL	JJ	89	89	89	89	89	89	89	89	LL	JJ	89	89	89	LL	92	92	92	92	VV	VV	VV	VV	VV	VV	VV	VV	VV	VJ	85	85	JJ	77	77	77	77	77	77	JJ																																																																																						
																																LL	JJ	89	89	89	89	89	89	89	89	LL	JJ	89	89	89	LL	92	92	92	JJ	79	79	79	79	JJ	0	0	0	0	0	LL	83	JJ	77	77	77	77	77	77	JJ	0																																																																																					
																																	92	AA	AA	AA	AA	AA	AA	AA	AA	92	JJ	89	89	89	LL	92	92	92	JJ	79	79	79	79	JJ	0	0	0	0	0	LL	81	JJ	77	77	77	77	77	77	JJ	0	0																																																																																				
																																		92	92	92	92	92	92	92	92	92	JJ	89	89	89	LL	92	92	92	JJ	79	79	79	79	JJ	0	0	0	0	0	LL	79	JJ	77	77	77	77	77	77	JJ	0	0	0																																																																																			
