0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																																											
	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																																										
		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	LA	AA	AA	AA	AA	AA	AA	AA	AJ																																																																									
			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	LL	54	53	52	52	52	52	51	50	49																																																																								
				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	LL	53	52	51	51	51	51	50	49	48	48																																																																							
					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	LL	52	51	50	50	50	50	49	48	47	47	47																																																																						
						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	LL	52	51	50	50	50	50	49	48	47	47	47	47																																																																					
							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	LL	52	51	50	50	50	50	49	48	47	47	47	47	46																																																																				
								0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	LA	AA	AA	AA	AA	AA	53	52	51	50	50	50	50	VV	VV	47	47	47	47	46	45																																																																			
									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	LL	54	53	52	52	52	52	51	50	49	49	49	HH	0	0	LL	46	46	46	45	44	43																																																																		
										0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	LL	53	52	51	51	51	51	50	49	48	48	48	HH	0	0	LL	45	45	45	44	43	42	42																																																																	
											0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	LL	52	51	50	50	50	50	49	48	47	47	47	47	II	II	44	44	44	44	43	42	41	41	41																																																																
												0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	LL	52	51	50	P1	50	50	49	48	47	47	47	47	46	45	44	44	44	44	43	42	41	41	41	41																																																															
													0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	LL	52	51	50	50	50	50	49	48	47	47	47	47	46	45	44	44	44	44	43	42	41	41	41	41	41																																																														
														0	0	0	0	0	0	0	0	LA	AA	AA	AA	AA	AA	53	52	51	50	50	50	50	49	48	47	47	47	47	46	45	44	44	44	44	43	42	41	41	41	41	41	41																																																													
															0	0	0	0	0	0	0	LL	54	53	52	52	52	52	51	50	49	49	49	49	48	47	46	46	46	46	45	44	43	43	43	43	42	41	40	40	40	40	40	40	41																																																												
																0	0	0	0	0	0	LL	53	52	51	51	51	51	50	49	48	48	48	48	47	46	45	45	45	45	44	43	42	42	42	42	41	40	39	39	39	39	39	39	40	JJ																																																											
																	0	0	0	0	0	LL	52	51	50	50	50	50	49	48	47	47	47	47	46	45	44	44	44	44	43	42	41	41	41	41	40	39	38	38	38	38	38	38	39	JJ	0																																																										
																		0	0	0	0	LL	52	51	50	50	50	50	49	48	47	47	47	47	46	45	44	44	44	44	43	42	41	41	41	41	40	39	38	38	38	38	38	38	38	JJ	0	0																																																									
																			0	0	0	LL	52	51	50	50	50	50	49	48	47	47	47	47	46	45	44	44	44	44	43	42	41	41	41	41	40	39	38	38	38	38	38	38	38	JJ	0	0	0																																																								
																				0	0	LL	52	51	50	50	50	50	II	II	47	47	47	47	46	45	44	44	44	44	VV	VV	VV	VV	VV	VV	VV	VV	LV	38	38	38	38	38	38	JJ	0	0	0	0																																																							
																					0	LL	51	50	49	49	49	JJ	0	0	HH	46	46	46	45	44	43	43	43	JJ	32	32	LL	44	JJ	0	0	0	LL	37	37	37	37	37	38	JJ	0	0	0	0	0																																																						
																						LV	50	49	48	48	48	JJ	0	0	HH	45	45	45	44	43	42	42	42	JJ	32	32	LL	44	JJ	0	0	0	LL	36	36	36	36	36	37	JJ	0	0	0	0	0	LL																																																					
																							49	48	47	47	47	47	AA	AA	44	44	44	44	43	42	41	41	41	JJ	AA	AA	IH	VV	VJ	AA	AJ	JJ	LL	35	35	35	35	35	36	JJ	0	0	0	0	0	LL	32																																																				
																								48	47	47	47	47	46	45	44	44	44	44	43	42	41	41	41	JJ	44	44	JJ	32	LV	VV	VJ	JJ	LL	34	34	34	34	34	35	JJ	0	0	0	0	0	LL	32	32																																																			
																									47	47	47	47	46	45	44	44	44	44	43	42	41	41	41	JJ	VV	VV	VJ	AJ	32	LV	VV	VJ	LL	33	33	33	33	33	34	JJ	0	0	0	0	0	LL	32	32	32																																																		
																										47	47	47	46	45	44	44	44	44	43	42	41	41	41	JJ	0	0	LL	JJ	AJ	32	32	32	32	32	32	32	32	32	33	JJ	0	0	0	0	0	LL	32	32	32	32																																																	
																											46	46	46	44	43	43	43	43	42	41	40	40	40	JJ	0	0	LV	VJ	JJ	32	32	32	32	32	32	32	32	32	32	JJ	0	0	LA	AA	AA	32	32	32	32	32	32																																																
																												45	46	43	42	42	42	42	41	40	39	39	39	JJ	0	0	LV	VV	VJ	32	32	32	32	32	32	32	32	32	32	JJ	0	0	LL	32	32	32	32	VV	VV	VV	VV	VV																																															
																													43	42	41	41	41	41	40	39	38	38	38	AJ	AA	AA	AA	AA	AA	32	32	32	32	32	32	32	32	32	32	JJ	0	0	LL	32	36	32	JJ	0	0	0	0	0	0																																														
																														42	41	41	41	41	40	39	38	38	38	38	37	36	35	34	33	32	32	32	32	32	32	32	32	32	32	JJ	0	0	LL	32	32	32	JJ	0	0	0	0	0	0	0																																													
																															41	41	41	41	40	39	38	38	38	38	37	36	35	34	33	32	32	32	32	32	32	32	32	32	32	JJ	0	0	LV	VV	VV	VV	VJ	0	0	0	0	0	0	0	0																																												
																																41	41	41	40	39	38	38	38	38	37	36	35	34	33	32	32	32	32	32	32	32	32	32	32	JJ	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	LL																																											
																																	41	41	40	39	38	38	38	38	37	36	35	34	33	32	32	32	32	32	32	32	32	32	32	JJ	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	LL	32																																										
																																		41	40	39	38	38	38	38	37	36	35	34	33	32	32	32	32	32	32	32	32	32	32	32	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AH	0	0	LL	32	32																																									
																																			40	39	38	38	38	38	37	36	35	34	33	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	HH	0	0	LL	32	32	32																																								
																																				VV	VV	VV	VV	VV	VV	VV	VV	VV	VV	VV	VV	VV	VV	VV	VV	VV	VV	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	HH	0	0	LL	32	32	32	32																																							
