0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																
	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																															
		0	0	0	0	0	0	0	0	0	0	0	0	0	0	LA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA																																														
			0	0	0	0	0	0	0	0	0	0	0	0	0	LL	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	AJ																																													
				0	0	0	0	0	0	0	0	0	0	0	0	LL	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	JJ																																												
					0	0	0	0	0	0	0	0	0	0	0	LL	99	99	99	99	99	99	99	99	99	99	99	99	99	VV	VV	VV	VV	VV	99	99	99	99	99	99	99	99	99	JJ	0																																											
						0	0	0	0	0	0	0	0	0	0	LL	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	JJ	0	0																																										
							0	0	0	0	0	0	0	0	0	LL	99	99	99	99	99	99	99	99	P1	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	JJ	0	0	0																																									
								0	0	0	0	0	0	0	0	LL	99	99	99	99	99	99	99	99	99	99	99	99	99	EY	99	99	99	99	99	99	99	EA	99	99	99	99	99	JJ	0	0	0	0																																								
									0	0	0	0	0	0	0	LL	99	99	99	99	99	99	99	99	LA	AJ	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	JJ	0	0	0	0	0																																							
										0	0	0	0	0	0	LL	99	99	99	99	99	99	99	99	LV	VJ	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	JJ	0	0	0	0	0	0																																						
											0	0	0	0	0	LL	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	VV	VV	VV	VV	VJ	0	0	0	0	0	0	0																																					
												0	0	0	0	LL	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	JJ	21	21	21	21	21	AA	AA	AA	AA	AA	AA	AA	AJ																																				
													0	0	0	LL	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	JJ	21	21	21	21	21	21	21	21	21	21	21	21	JJ	92																																			
														0	0	LL	99	99	99	99	99	99	99	99	99	99	99	IC	IC	IC	IC	IC	99	99	99	99	99	99	JJ	21	21	21	21	21	21	21	21	21	P1	21	21	JJ	92	92																																		
															0	LL	99	99	99	99	99	99	99	99	99	99	99	IC	IC	IC	IC	IC	99	99	99	99	99	99	JJ	21	21	21	21	21	21	21	21	21	21	21	21	JJ	92	92	92																																	
																LV	99	99	99	99	99	99	99	99	99	99	99	IC	IC	IC	IC	IC	99	99	99	99	99	99	JJ	21	21	21	21	21	21	21	21	21	21	21	21	JJ	92	92	92	92																																
																	LV	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	JJ	21	21	21	21	21	21	21	21	21	21	21	21	JJ	92	92	92	92	92																															
																		LV	99	99	99	99	99	99	99	99	99	99	99	EM	99	99	99	99	99	99	99	99	JJ	21	21	21	21	21	21	21	21	21	21	21	21	JJ	92	92	92	92	92	92																														
																			LV	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	JJ	21	21	21	21	21	21	21	21	21	21	21	21	JJ	92	92	92	92	92	92	92																													
																				LV	VV	VV	VV	VV	VV	VV	VV	VV	VV	VV	VV	VV	VV	VV	VV	VV	VV	VV	VJ	21	21	21	21	21	21	21	21	21	21	21	21	JJ	92	92	92	92	92	92	92	92																												
																					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	LL	21	21	21	21	21	21	21	21	21	21	21	JJ	92	92	92	92	92	92	92	92	92																											
																						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	IC	IC	IC	IC	IC	IC	IC	IC	IC	IC	IC	IC	IC	92	92	92	92	92	92	92	92	92	92																										
																							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	IC	IC	IC	IC	IC	IC	IC	IC	IC	IC	IC	IC	IC	92	92	92	92	92	92	92	92	92	92	92																									
																								0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	IC	IC	IC	IC	IC	IC	IC	IC	IC	IC	IC	IC	IC	89	89	89	89	89	89	89	89	89	92	92	92																								
																									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	IC	IC	IC	IC	IC	IC	IC	IC	IC	IC	IC	IC	IC	89	89	89	89	89	89	89	89	89	92	92	92	92																							
																										0	0	0	0	0	0	0	0	0	0	0	0	0	0	IC	IC	IC	IC	IC	IC	IC	IC	IC	IC	IC	IC	IC	89	89	89	89	89	89	89	89	89	92	92	92	92	92																						
																											0	0	0	0	0	0	0	0	0	0	0	0	0	IC	IC	IC	IC	IC	IC	IC	IC	IC	IC	IC	IC	IC	92	92	92	92	92	92	89	89	89	89	89	89	92	92	92																					
																												0	0	0	0	0	0	0	0	0	0	0	0	IC	IC	IC	IC	IC	IC	IC	IC	IC	IC	IC	IC	IC	92	92	92	92	92	92	89	89	89	89	89	89	92	92	92	92																				
																													0	0	0	0	0	0	0	0	0	0	0	IC	IC	IC	IC	IC	IC	IC	IC	IC	IC	IC	IC	IC	92	92	92	92	92	92	89	89	89	89	89	89	92	92	92	92	92																			
																														0	0	0	0	0	0	0	0	0	0	IC	IC	IC	IC	IC	IC	IC	IC	IC	IC	IC	IC	IC	92	92	92	92	92	92	92	92	92	87	87	87	92	92	92	92	92	92																		
																															0	0	0	0	0	0	0	0	0	IC	IC	IC	IC	IC	IC	IC	IC	IC	IC	IC	IC	IC	92	92	92	92	92	92	92	92	92	85	85	85	77	77	77	77	77	77	77																	
																																92	92	89	89	89	89	89	0	IC	IC	IC	IC	IC	IC	IC	IC	IC	IC	IC	IC	IC	79	79	79	79	0	0	0	0	0	83	83	83	77	77	77	77	77	77	77	0																
																																	92	92	92	92	92	92	0	IC	IC	IC	IC	IC	IC	IC	IC	IC	IC	IC	IC	IC	79	79	79	79	0	0	0	0	0	81	81	81	77	77	77	77	77	77	77	0	0															
																																		92	92	92	92	92	0	IC	IC	IC	IC	IC	IC	IC	IC	IC	IC	IC	IC	IC	79	79	79	79	0	0	0	0	0	79	79	79	77	77	77	77	77	77	77	0	0	0														
																																			92	92	92	92	0	IC	IC	IC	IC	IC	IC	IC	IC	IC	IC	IC	IC	IC	79	79	79	79	0	0	0	0	0	77	77	77	77	77	77	77	77	77	77	0	0	0	0													
