0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																							
	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																						
		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																					
			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																				
				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CU	97	97	97	97	97	0	0	0																																																																																																																			
					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96.5	96.5	96.5	96.5	96.5	96.5	0	0	0	0																																																																																																																		
						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95.75	95.75	S1	95.75	95.75	95.75	0	0	0	0	0																																																																																																																	
							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94.5	94.5	94.5	94.5	94.5	94.5	0	0	0	0	0	0																																																																																																																
								0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93.125	93.125	93.125	93.125	0	0	0	0	0	0	0	0																																																																																																															
									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	91	91	91	0	0	0	0	0	0	0	0	0																																																																																																														
										0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	89	0	0	0	0	0	0	0	0	0	0	0																																																																																																													
											0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87.375	87.375	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																												
												0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86.5	86.5	0	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																											
													0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86.25	86.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																										
														0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																									
															0	0	0	0	0	0	CU	96.5	95.75	94.5	0	0	0	0	0	0	0	0	0	0	0	86	86	0	0	0	0	0	0	0	LA	AA	AA	AJ	0	0	0	0	0																																																																																																								
																0	0	0	0	0	97	96.5	95.75	94.5	93.125	91	0	0	0	0	0	0	0	0	0	86	86	0	0	0	0	0	0	0	LL	83	83	83	AA	AJ	0	0	0	0																																																																																																							
																	0	0	0	0	97	96.5	95.75	94.5	93.125	91	89	87.375	86.5	86.25	86	86	86	86	AA	86	FL	86	86	JJ	AA	AA	AA	AA	83	83	83	83	83	83	AA	AA	0	0	0																																																																																																						
																		0	0	0	97	96.5	S1	94.5	93.125	91	89	87.375	86.5	86.25	86	86	86	86	86	FL	86	86	86	JJ	VV	VV	VV	VV	83	83	83	83	83	83	VV	VV	0	0	0	0																																																																																																					
																			0	0	97	96.5	95.75	94.5	93.125	91	0	0	0	0	0	0	0	0	0	FL	86	0	0	FL	0	0	0	0	LL	83	83	83	VV	VJ	0	0	0	0	0	0	0																																																																																																				
																				0	CU	96.5	95.75	94.5	0	0	0	0	0	0	0	0	0	0	0	86	86	0	0	0	0	0	0	0	LL	83	83	JJ	0	0	0	0	0	0	0	0	0	0																																																																																																			
																					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	86	0	0	0	0	0	0	0	LL	83	83	JJ	0	0	0	0	0	0	0	0	0	0	0																																																																																																		
																						0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	86	0	0	0	0	0	0	0	LL	83	83	83	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AJ																																																																																																	
																							0	0	0	0	0	0	0	0	0	0	0	0	0	VV	VV	FL	0	CU	0	0	0	0	LL	83	83	83	83	82	80	78	78	78	78	78	78	78	78	JJ	0																																																																																																
																								0	0	0	0	0	0	0	0	0	0	0	0	83	83	0	0	0	0	0	0	0	LL	83	83	83	83	82	80	78	78	78	78	78	78	78	78	JJ	0	0																																																																																															
																									0	0	0	0	0	0	0	0	0	0	0	LL	JJ	0	0	0	0	0	0	0	LV	VV	VV	VV	VV	VV	VV	VV	VV	VV	VV	VV	78	78	78	JJ	0	0	0																																																																																														
																										0	0	0	0	0	0	0	0	0	0	LL	JJ	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	LL	78	78	JJ	0	0	0	0																																																																																													
																											0	0	0	0	0	0	0	LA	AA	83	83	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AJ	0	0	0	LL	78	78	JJ	0	0	0	0	0																																																																																												
																												0	0	0	0	0	0	LL	83	83	83	83	83	82	80	78	78	78	78	78	78	78	78	78	78	78	JJ	0	0	0	LL	78	78	JJ	0	0	0	0	0	0																																																																																											
																													0	0	0	0	0	LL	83	83	83	83	83	82	80	78	78	78	78	78	78	78	78	78	78	78	JJ	0	0	0	LL	78	78	JJ	0	0	0	0	0	0	0																																																																																										
																														0	0	0	0	LV	83	83	83	83	VV	VV	VV	VV	VV	VV	VV	VV	VV	VV	VV	78	78	78	VJ	0	0	0	LL	78	78	JJ	0	0	0	0	0	0	0	0																																																																																									
																															0	0	0	0	LL	83	83	JJ	0	0	0	0	0	0	0	0	0	0	0	LL	78	78	JJ	0	0	0	LL	78	78	JJ	0	0	0	0	0	0	0	0	0																																																																																								
																																0	0	0	LV	83	83	VJ	0	0	0	0	0	0	0	0	0	0	0	LL	78	78	JJ	0	0	0	LL	78	78	JJ	0	0	0	0	0	0	0	0	0	0																																																																																							
																																	0	0	0	LL	JJ	0	0	0	0	0	0	0	0	0	0	0	75	LL	78	78	JJ	0	0	0	LL	78	78	JJ	0	0	0	0	0	0	0	0	0	0	0																																																																																						
																																		0	0	LV	VJ	0	0	0	0	0	0	0	0	0	0	0	EV	LL	78	78	JJ	0	0	0	LL	78	78	JJ	0	0	0	0	0	0	0	0	0	0	0	0																																																																																					
																																			0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	LL	78	78	JJ	0	0	0	LL	78	78	JJ	0	0	0	0	0	0	0	0	0	0	0	0	0																																																																																				
																																				0	0	0	0	0	0	0	0	0	0	0	0	0	75	LL	78	78	JJ	0	0	0	LL	78	78	JJ	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																																																			
																																					0	0	0	0	0	0	0	0	0	0	0	0	0	LL	78	78	JJ	0	0	0	LL	78	78	JJ	0	0	0	0	0	0	0	0	0	0	LA	AA	AA	AA	AA																																																																																		
																																						0	0	0	0	0	0	0	0	0	0	0	0	LL	78	78	JJ	0	0	0	LL	78	78	JJ	0	0	0	0	0	0	0	0	0	0	LV	VV	VV	VV	VV	VJ																																																																																	
																																							0	0	0	0	0	0	0	0	0	0	0	LL	78	78	JJ	0	0	0	LL	78	78	JJ	0	0	0	0	0	0	0	0	0	AA	LL	78	76	74	JJ	0	0																																																																																
																																								0	0	0	0	0	0	0	0	0	75	LL	78	78	JJ	0	0	0	LL	78	78	78	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	78	78	76	74	JJ	0	0	0																																																																															
																																									0	0	0	0	0	0	0	0	EV	LL	78	78	JJ	0	0	0	LL	78	78	78	78	78	78	78	78	78	78	78	78	78	78	78	76	74	JJ	0	0	0	0																																																																														
																																										0	0	0	0	0	0	0	75	LL	78	78	JJ	0	0	0	LL	78	78	78	78	78	78	78	78	78	78	78	78	78	VV	VV	76	74	JJ	0	0	0	0	0																																																																													
																																											0	0	0	0	0	0	75	LL	78	78	JJ	0	0	0	LV	VV	VV	VV	VV	VV	VV	VV	VV	VV	VV	VV	VV	VJ	0	LL	76	74	72	AA	72	72	72	72	72																																																																												
																																												0	0	0	0	0	0	LL	78	78	JJ	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	LL	76	74	72	72	72	72	72	72	72	72																																																																											
																																													0	0	0	0	0	LL	78	78	JJ	0	0	0	0	0	75	EV	75	75	0	0	0	0	0	0	0	0	0	LL	76	74	72	72	72	72	72	72	72	72	72																																																																										
																																														0	0	0	0	LL	78	78	78	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AJ	0	LL	76	74	72	VV	VV	72	72	72	72	72	72	72																																																																									
