0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1																																																																																																																			
	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																		
		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																	
			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	FL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																																
				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SD	0	40	40	40	40	40	0	SD	40	40	40	40	0	0	0	0	0	0	0	0	0																																																																																																															
					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	S1	40	40	40	0	40	40	40	40	40	0	0	0	0	0	0	0	0	0	0																																																																																																														
						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	40	40	40	40	0	40	40	40	40	40	0	0	0	0	0	0	0	0	0	0	0																																																																																																													
							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	40	40	40	40	0	40	40	40	40	40	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																												
								0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	40	40	40	40	0	40	40	40	40	40	0	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																											
									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	40	40	0	0	0	40	40	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																										
										0	0	0	0	0	0	0	0	0	0	0	0	0	0	FL	0	0	0	40	40	40	0	0	0	40	40	40	0	0	FL	0	FL	0	0	0	0	0	0	0	0	0	0	0																																																																																																									
											0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																								
												0	0	0	0	0	0	0	0	0	0	0	0	0	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																							
													0	0	0	0	0	0	0	0	0	0	0	0	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																						
														0	0	0	0	0	0	0	0	0	0	0	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	0	39	39	39	39	39	39	39	0	0	0	0	0	0	0	0	0																																																																																																					
															0	0	0	0	0	0	0	0	0	0	SD	40	40	40	40	40	40	40	SD	40	40	40	40	40	40	0	39	LA	AA	AA	AA	AJ	39	0	0	0	0	0	0	0	0	0	0																																																																																																				
																0	0	0	0	0	0	0	0	0	40	40	40	40	40.125	40.125	40.125	40.125	JJ	40	40	40	40	40	40	0	39	LL	38	VV	38	JJ	39	0	0	0	0	0	0	0	0	0	0	0																																																																																																			
																	0	0	0	0	0	0	0	0	SD	40	40	40	40.125	42	42	42	42	AA	AA	AA	AA	AA	SD	0	39	LL	JJ	IN	LL	JJ	39	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																		
																		0	0	0	0	0	0	0	40	40	40	40	40.125	42	42	42	42	42	42	42	42	42	42	0	39	LL	38	AA	38	JJ	39	0	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																	
																			0	0	0	0	0	0	40	40	40	40	40.125	42	42	42	SD	VV	VV	VV	VV	VV	VV	0	39	LV	VV	VV	VV	VJ	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																
																				0	0	0	0	0	40	40	40	40	40.125	40.125	40.125	40.125	JJ	40	40	40	40	40	40	0	39	39	39	39	39	39	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																																																															
																					0	0	0	0	SD	40	40	SD	40	40	40	40	40	40	40	40	40	40	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																																																														
