0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																
	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																															
		0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66																																														
			0	0	0	0	0	0	0	0	0	0	0	0	0	66	68	68	68	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66																																													
				0	0	0	0	0	0	0	0	0	0	0	0	66	68	68	68	66	66	66	66	66	66	66	66	66	66	68	68	68	68	68	66	66	66	66	68	68	68	66	66	66																																												
					0	0	0	0	0	0	0	0	0	0	0	66	68	68	68	66	66	66	66	66	66	66	66	66	66	68	68	68	68	68	66	66	66	66	68	68	68	66	66	66	0																																											
						0	0	0	0	0	0	0	0	0	0	66	68	68	68	66	66	66	66	66	66	66	66	66	66	68	68	68	68	68	66	66	66	66	68	68	68	66	66	66	0	0																																										
							0	0	0	0	0	0	0	0	0	66	68	68	68	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	68	68	68	66	66	66	0	0	0																																									
								0	0	0	0	0	0	0	0	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	68	68	68	66	66	66	0	0	0	0																																								
									0	0	0	0	0	0	0	66	66	66	66	66	66	66	66	66	68	68	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	0	0	0	0	0																																							
										0	0	0	0	0	0	66	66	66	66	66	66	66	66	66	68	68	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	0	0	0	0	0	0																																						
											0	0	0	0	0	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	0	0	0	0	0	0	0																																					
												0	0	0	0	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	21	21	21	21	21	21	21	21	21	21	21	21	21																																				
													0	0	0	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	21	21	21	21	21	21	21	21	21	21	21	21	21	0																																			
														0	0	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	21	21	21	21	21	21	21	21	21	21	21	21	21	0	0																																		
															0	66	66	66	66	66	69	69	69	69	69	66	66	66	66	66	66	66	66	66	66	66	66	66	66	21	21	21	21	21	21	21	21	21	21	21	21	21	0	0	0																																	
																66	66	66	66	66	69	69	69	69	69	66	66	66	66	66	66	66	66	66	66	66	66	66	66	21	21	21	21	21	21	21	21	21	21	21	21	21	0	0	0	0																																
																	66	66	66	66	69	69	69	69	69	66	66	66	66	66	66	66	66	66	66	66	66	66	66	21	21	21	21	21	21	21	21	21	21	21	21	21	0	0	0	0	0																															
																		66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	21	21	21	21	21	21	21	21	21	21	21	21	21	0	0	0	0	0	0																														
																			66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	21	21	21	21	21	21	21	21	21	21	21	21	21	0	0	0	0	0	0	0																													
																				66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	21	21	21	21	21	21	21	21	21	21	21	21	21	0	0	0	0	0	0	0	0																												
																					0	0	0	0	0	0	0	0	0	0	0	66	66	66	66	0	0	0	0	21	21	21	21	21	21	21	21	21	21	21	21	21	0	0	0	0	0	0	0	0	0																											
																						0	0	0	0	0	0	0	0	0	0	66	66	66	66	0	0	0	0	18	18	18	18	18	18	18	18	18	18	18	18	18	0	0	0	0	0	0	0	0	0	0																										
																							0	0	0	0	0	0	0	0	66	66	66	66	66	66	0	0	0	17	17	17	17	17	17	17	17	17	17	17	17	17	0	0	0	0	0	0	0	0	0	0	0																									
																								0	0	0	0	0	0	0	66	66	66	66	66	66	0	0	0	16	16	16	16	16	16	16	16	16	16	16	16	16	0	0	0	0	0	0	0	0	0	0	0	0																								
																									0	0	0	0	0	0	66	66	66	66	66	66	0	0	0	16	16	16	16	16	16	16	16	16	16	16	16	16	0	0	0	0	0	0	0	0	0	0	0	0	0																							
																										0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	16	16	16	16	16	16	16	16	16	16	16	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0																						
																											0	0	0	0	0	0	0	0	0	0	0	0	0	16	16	15	15	15	15	15	16	16	16	16	16	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																					
																												0	0	0	0	0	0	0	0	0	0	0	0	16	16	15	14	14	14	14	15	16	16	16	16	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																				
																													0	0	0	0	0	0	0	0	0	0	0	16	16	15	14	13	13	13	14	15	16	16	16	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																			
																														0	0	0	0	0	0	0	0	0	0	16	16	15	14	13	12	12	13	14	15	16	16	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																		
																															0	0	0	0	0	0	0	0	0	16	16	15	14	13	12	11	12	13	14	15	16	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																	
																																0	0	0	0	0	0	0	0	16	16	16	15	14	13	12	12	13	14	15	16	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
																																	0	0	0	0	0	0	0	16	16	16	16	15	14	13	13	13	14	15	16	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0															
																																		0	0	0	0	0	0	16	16	16	16	16	15	14	14	14	14	15	16	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0														
																																			0	0	0	0	0	16	16	16	16	16	16	15	15	15	15	15	16	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													
																																				0	0	0	0	16	16	16	16	16	16	16	16	16	16	16	16	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0												
																																					0	0	0	16	16	16	16	16	16	16	16	16	16	16	16	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0											
																																						0	0	16	16	16	16	16	16	16	16	16	16	16	16	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0										
																																							0	16	16	16	16	16	0	0	16	16	16	16	16	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																								16	16	16	16	16	0	0	16	16	16	16	16	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0								
