0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																																											
	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																																										
		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	43.5	43	42.5	42.5	42.5	42.5	42	41.5																																																																									
			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43.5	43	42.5	42	42	42	42	41.5	41	40.5																																																																								
				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	42.5	42	41.5	41.5	41.5	41.5	41	40.5	40	39																																																																							
					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42.5	42	41.5	41	41	41	41	40.5	40	39.5	39.5	39.5																																																																						
						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42.5	42	41.5	41	41	41	41	40.5	40	39.5	39.5	39.5	39.5																																																																					
							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42.5	42	41.5	41	41	41	41	40.5	40	39.5	39.5	39.5	39.5	37																																																																				
								0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	43.5	43	42.5	42.5	42.5	42.5	42	41.5	41	41	41	41	40.5	40	39.5	39.5	39.5	39.5	39	38.5																																																																			
									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43.5	43	42.5	42	42	42	42	41.5	41	40.5	40.5	40.5	40.5	0	0	39	39	39	39	38.5	38	37.5																																																																		
										0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	42.5	42	41.5	41.5	41.5	41.5	41	40.5	40	40	40	40	0	0	38.5	38.5	38.5	38.5	38	37.5	37	37																																																																	
											0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42.5	42	41.5	41	41	41	41	40.5	40	39.5	39.5	39.5	39.5	39	38.5	38	38	38	38	37.5	37	36.5	36.5	36.5																																																																
												0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42.5	42	41.5	41	41	41	41	40.5	40	39.5	39.5	39.5	39.5	39	38.5	38	38	38	38	37.5	37	36.5	36.5	36.5	36.5																																																															
													0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42.5	42	41.5	41	41	41	41	40.5	40	39.5	39.5	39.5	39.5	39	38.5	38	38	38	38	37.5	37	36.5	36.5	36.5	36.5	36.5																																																														
														0	0	0	0	0	0	0	0	44	43.5	43	42.5	42.5	42.5	42.5	42	41.5	41	41	41	41	40.5	40	39.5	39.5	39.5	39.5	39	38.5	38	38	38	38	37.5	37	36.5	36.5	36.5	36.5	36.5	36.5																																																													
															0	0	0	0	0	0	0	43.5	43	42.5	42	42	42	42	41.5	41	40.5	40.5	40.5	40.5	40	39.5	39	39	39	39	38.5	38	37.5	37.5	37.5	37.5	37	36.5	36	36	36	36	36	36	36																																																												
																0	0	0	0	0	0	43	42.5	42	41.5	41.5	41.5	41.5	41	40.5	40	40	40	40	39.5	39	38.5	38.5	38.5	38.5	38	37.5	37	37	37	37	36.5	36	35.5	35.5	35.5	35.5	35.5	35.5	35.5	0																																																											
																	0	0	0	0	0	42.5	42	41.5	41	41	41	41	40.5	40	39.5	39.5	39.5	39.5	39	38.5	38	38	38	38	37.5	37	36.5	36.5	36.5	36.5	36	35.5	35	35	35	35	35	35	35	0	0																																																										
																		0	0	0	0	42.5	42	41.5	41	41	41	41	40.5	40	39.5	39.5	39.5	39.5	39	38.5	38	38	38	38	37.5	37	36.5	36.5	36.5	36.5	36	35.5	35	35	35	35	35	35	35	0	0	0																																																									
																			0	0	0	42.5	42	41.5	41	41	41	41	40.5	40	39.5	39.5	39.5	39.5	39	38.5	38	38	38	38	37.5	37	36.5	36.5	36.5	36.5	36	35.5	35	35	35	35	35	35	35	0	0	0	0																																																								
																				0	0	42.5	42	41.5	41	41	41	41	40.5	40	39.5	39.5	39.5	39.5	39	38.5	38	38	38	38	37.5	37	36.5	36.5	36.5	36.5	36	35.5	35	35	35	35	35	35	35	0	0	0	0	0																																																							
																					0	42	41.5	41	40.5	40.5	40.5	40.5	0	0	39	39	39	39	38.5	38	37.5	37.5	37.5	37.5	0	0	38	42.875	40	38	0	0	34.5	34.5	34.5	34.5	34.5	34.5	34.5	0	0	0	0	0	32																																																						
																						41.5	41	40.5	40	40	40	40	0	0	38.5	38.5	38.5	38.5	38	37.5	37	37	37	37	0	0	38.5	40	40	38	36	0	34	34	34	34	34	34	34	0	0	0	0	0	32	32																																																					
																							40.5	40	39.5	39.5	39.5	39.5	39	38.5	38	38	38	38	37.5	37	36.5	36.5	36.5	36.5	38	38.5	38	38	38	38	36	34.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	0	0	0	0	0	32	32	32																																																				
																								39	39.5	39.5	39.5	39.5	39	38.5	38	38	38	38	37.5	37	36.5	36.5	36.5	36.5	42.875	40	38	32	36	36	36	34.5	33	33	33	33	33	33	33	0	0	0	0	0	32	32	32	32																																																			
																									39.5	39.5	39.5	39.5	39	38.5	38	38	38	38	37.5	37	36.5	36.5	36.5	36.5	40	40	38	36	32	34.5	34.5	34.5	32.5	32.5	32.5	32.5	32.5	32.5	32.5	0	0	32	32	32	32	32	32	32	32																																																		
																										39.5	39.5	39.5	39	38.5	38	38	38	38	37.5	37	36.5	36.5	36.5	36.5	38	38	38	36	34.5	32	32	32	32	32	32	32	32	32	32	0	0	32	32	32	32	32	32	32	32	32																																																	
																											39	39	38.5	38	37.5	37.5	37.5	37.5	37	36.5	36	36	36	36	0	36	36	36	34.5	32	32	32	32	32	32	32	32	32	32	0	0	32	32	36	32	32	0	0	0	0	0																																																
																												38.5	38	37.5	37	37	37	37	36.5	36	35.5	35.5	35.5	35.5	0	0	34.5	34.5	34.5	32	32	32	32	32	32	32	32	32	32	0	0	32	32	32	32	32	0	0	0	0	0	0																																															
																													37.5	37	36.5	36.5	36.5	36.5	36	35.5	35	35	35	35	34.5	34	33.5	33	32.5	32	32	32	32	32	32	32	32	32	32	0	0	32	32	32	32	32	0	0	0	0	0	0	0																																														
																														37	36.5	36.5	36.5	36.5	36	35.5	35	35	35	35	34.5	34	33.5	33	32.5	32	32	32	32	32	32	32	32	32	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																													
																															36.5	36.5	36.5	36.5	36	35.5	35	35	35	35	34.5	34	33.5	33	32.5	32	32	32	32	32	32	32	32	32	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																												
