0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																
	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																															
		0	0	0	0	0	0	0	0	0	0	0	0	0	0	LL	66	66	66	66	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA	AA																																														
			0	0	0	0	0	0	0	0	0	0	0	0	0	LL	68	68	JJ	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	AJ																																													
				0	0	0	0	0	0	0	0	0	0	0	0	LL	68	68	JJ	66	66	66	66	66	66	66	66	66	66	68	68	68	68	68	66	66	66	66	LL	68	68	66	66	JJ																																												
					0	0	0	0	0	0	0	0	0	0	0	LL	68	68	JJ	66	66	66	66	66	66	66	66	66	66	68	68	68	68	68	66	66	66	66	LL	68	68	66	66	JJ	0																																											
						0	0	0	0	0	0	0	0	0	0	LL	68	68	JJ	66	66	66	66	66	66	66	66	66	66	VV	VV	VV	VV	VV	66	66	66	66	LL	68	68	66	66	JJ	0	0																																										
							0	0	0	0	0	0	0	0	0	LL	68	68	JJ	66	66	66	66	66	P1	66	66	66	66	66	66	66	66	66	66	66	66	66	LL	68	68	66	66	JJ	0	0	0																																									
								0	0	0	0	0	0	0	0	LL	66	66	66	66	66	66	66	66	66	66	66	66	66	EY	66	66	66	66	66	66	66	66	LL	68	68	66	66	JJ	0	0	0	0																																								
									0	0	0	0	0	0	0	LL	66	66	66	66	66	66	66	66	LA	AJ	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	JJ	0	0	0	0	0																																							
										0	0	0	0	0	0	LL	66	66	66	66	66	66	66	66	LV	VJ	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	JJ	0	0	0	0	0	0																																						
											0	0	0	0	0	LL	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	VV	VV	VV	VV	VJ	0	0	0	0	0	0	0																																					
												0	0	0	0	LL	66	EA	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	JJ	21	21	21	21	21	AA	AA	AA	AA	AA	AA	AA	AJ																																				
													0	0	0	LL	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	JJ	21	21	21	21	21	21	21	21	21	21	21	21	JJ	0																																			
														0	0	LL	66	66	66	66	66	66	66	66	66	66	66	IC	IC	IC	IC	IC	66	66	66	66	66	66	JJ	21	21	21	21	21	21	21	21	21	OU	21	21	JJ	0	0																																		
															0	LL	66	66	66	66	AA	AA	AA	AA	AA	66	66	IC	IC	IC	IC	IC	66	66	66	66	66	66	JJ	21	21	21	21	21	21	21	21	21	21	21	21	JJ	0	0	0																																	
																LV	66	66	66	66	69	69	69	69	69	66	66	IC	IC	IC	IC	IC	66	66	66	IN	66	66	JJ	21	21	21	21	21	21	21	21	21	21	21	21	JJ	0	0	0	0																																
																	LV	66	66	66	69	69	69	69	69	66	66	66	66	66	66	66	66	66	66	66	66	66	JJ	21	21	21	21	21	21	21	21	21	21	21	21	JJ	0	0	0	0	0																															
																		LV	66	66	66	66	66	66	66	66	66	66	66	EM	66	66	66	66	66	66	66	66	JJ	21	21	21	21	21	21	21	21	21	21	21	21	JJ	0	0	0	0	0	0																														
																			LV	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	JJ	21	21	21	21	21	21	21	21	21	21	21	21	JJ	0	0	0	0	0	0	0																													
																				LV	VV	VV	VV	VV	VV	VV	VV	VV	VV	VV	VV	66	66	66	66	VV	VV	VV	VJ	21	21	21	21	21	21	21	21	21	21	21	21	JJ	0	0	0	0	0	0	0	0																												
																					0	0	0	0	0	0	0	0	0	0	0	FL	FL	FL	FL	0	0	0	0	LL	21	21	21	21	21	21	21	21	21	21	21	JJ	0	0	0	0	0	0	0	0	0																											
																						0	0	0	0	0	0	0	0	0	0	FL	FL	FL	FL	0	0	0	0	IC	IC	IC	IC	IC	IC	IC	IC	IC	IC	IC	IC	IC	0	0	0	0	0	0	0	0	0	0																										
																							0	0	0	0	0	0	0	0	FL	FL	FL	FL	FL	FL	0	0	0	IC	IC	IC	IC	IC	IC	IC	IC	IC	IC	IC	IC	IC	0	0	0	0	0	0	0	0	0	0	0																									
																								0	0	0	0	0	0	0	FL	FL	FL	FL	FL	FL	0	0	0	IC	IC	IC	IC	IC	IC	IC	IC	IC	IC	IC	IC	IC	0	0	0	0	0	0	0	0	0	0	0	0																								
																									0	0	0	0	0	0	FL	FL	FL	FL	FL	FL	0	0	0	IC	IC	IC	IC	IC	IC	IC	IC	IC	IC	IC	IC	IC	0	0	0	0	0	0	0	0	0	0	0	0	0																							
																										0	0	0	0	0	0	0	0	0	0	0	0	0	0	IC	IC	IC	IC	IC	IC	IC	IC	IC	IC	IC	IC	IC	0	0	0	0	0	0	0	0	0	0	0	0	0	0																						
																											0	0	0	0	0	0	0	0	0	0	0	0	0	IC	IC	IC	IC	IC	IC	IC	IC	IC	IC	IC	IC	IC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																					
																												0	0	0	0	0	0	0	0	0	0	0	0	IC	IC	IC	IC	IC	IC	IC	IC	IC	IC	IC	IC	IC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																				
																													0	0	0	0	0	0	0	0	0	0	0	IC	IC	IC	IC	IC	IC	IC	IC	IC	IC	IC	IC	IC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																			
																														0	0	0	0	0	0	0	0	0	0	IC	IC	IC	IC	IC	IC	IC	IC	IC	IC	IC	IC	IC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																		
																															0	0	0	0	0	0	0	0	0	IC	IC	IC	IC	IC	IC	IC	IC	IC	IC	IC	IC	IC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																	
																																0	0	0	0	0	0	0	0	IC	IC	IC	IC	IC	IC	IC	IC	IC	IC	IC	IC	IC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
																																	0	0	0	0	0	0	0	IC	IC	IC	IC	IC	IC	IC	IC	IC	IC	IC	IC	IC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0															
																																		0	0	0	0	0	0	IC	IC	IC	IC	IC	IC	IC	IC	IC	IC	IC	IC	IC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0														
																																			0	0	0	0	0	IC	IC	IC	IC	IC	IC	IC	IC	IC	IC	IC	IC	IC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0													
